reviews,cleaned_review,sentiment,sentiment_category,categories
"Not Verified |  BA cancelled our flight and could not book us onto any flight for the next 4 days. I had to spend £5k in expenses to get us back with another airline. 2 months later I am still waiting for reimbursement and have had no response to my 3 written complaints. Even the call centre staff tell me that head office have taken down the telephone number and email for the department who deal with this, so even they cannot escalate or inquire. Utterly useless.
","   ba cancelled our flight and could not book us onto any flight for the next  days i had to spend £k in expenses to get us back with another airline  months later i am still waiting for reimbursement and have had no response to my  written complaints even the call centre staff tell me that head office have taken down the telephone number and email for the department who deal with this so even they cannot escalate or inquire utterly useless
",-0.13111111111111112,Negative,"['Customer Service', 'Staffing Levels']"
Not Verified | The staff are very rude and not trained properly. No exceptions are made for children and elderly people. The price of the ticket is very expensive given the distance and the service is extremely extremely poor,  the staff are very rude and not trained properly no exceptions are made for children and elderly people the price of the ticket is very expensive given the distance and the service is extremely extremely poor,-0.36,Negative,"['Customer Service', 'Specific Service Issues']"
Not Verified | Failed at all basic travel fundamentals: 1) Our flight was delayed. 2) Staff demanded that we check in our carry on luggage even though we met our carry on allowance. The fact that we have a tight bus connection was totally ignored. 3) Staff were quite unpleasant.,  failed at all basic travel fundamentals  our flight was delayed  staff demanded that we check in our carry on luggage even though we met our carry on allowance the fact that we have a tight bus connection was totally ignored  staff were quite unpleasant,-0.2657142857142857,Negative,"['Customer Service', 'Specific Service Issues']"
✅ Trip Verified |  Late boarding led to a one hour flight leaving two hours late. A single BA staff member turned up to board a full flight shortly before the flight was due to depart. There had been no previous announcement of the delay. Once on board the captain blamed Frankfurt ground staff for delaying takeoff when clearly late boarding had resulted in a missed departure slot.,   late boarding led to a one hour flight leaving two hours late a single ba staff member turned up to board a full flight shortly before the flight was due to depart there had been no previous announcement of the delay once on board the captain blamed frankfurt ground staff for delaying takeoff when clearly late boarding had resulted in a missed departure slot,-0.08288690476190476,Negative,['Customer Service']
✅ Trip Verified | As usual the flight is delayed. BA try to blame someone for the inability and incapacity of delivering what they sell. Why don't you hire enough personnel to fulfil your staff demand. ,  as usual the flight is delayed ba try to blame someone for the inability and incapacity of delivering what they sell why dont you hire enough personnel to fulfil your staff demand ,-0.125,Negative,['Customer Service']
"✅ Trip Verified |  Check-in Desk rude and dismissive. Flight late but seems the new norm. One world emerald, club world check-in. Staff uncommunicative, did not know what baggage allowance entitled to, once raised (politely) became argumentative and accusatory.",   checkin desk rude and dismissive flight late but seems the new norm one world emerald club world checkin staff uncommunicative did not know what baggage allowance entitled to once raised politely became argumentative and accusatory,-0.15454545454545454,Negative,"['Customer Service', 'Specific Service Issues']"
"✅ Trip Verified |  We arrived at Heathrow at 0600 to find our flight to Ibiza was cancelled by BA with no explanation. As if that wasn’t galling enough, the customer service from BA at the airport was non-existent! There was no explanation, no apology and no assistance in finding an alternative flight. We’ve managed to find another flight from Stansted but that isn’t until much later today, thus wasting a chunk of our short trip. I simply don’t understand why BA don’t proactively contact their customers to notify them of a cancellation, and work with them to resolve the problem. Shocking customer service!",   we arrived at heathrow at  to find our flight to ibiza was cancelled by ba with no explanation as if that wasn’t galling enough the customer service from ba at the airport was nonexistent there was no explanation no apology and no assistance in finding an alternative flight we’ve managed to find another flight from stansted but that isn’t until much later today thus wasting a chunk of our short trip i simply don’t understand why ba don’t proactively contact their customers to notify them of a cancellation and work with them to resolve the problem shocking customer service,-0.2,Negative,"['Customer Service', 'Specific Service Issues']"
"✅ Trip Verified |  We were traveling as a family (5 people). Because of an accident by the airport, we arrived at the airport only 1 hour before the flight. The kiosk was unable to read one of our passports and we had to go to check-in. The lady at the check-in checked the passport and gave us a boarding pass. Because we had no extra time, we headed straight to security and didn’t realize the lady gave us a duplicated boarding pass (not of the passport holder). We got stuck in security because of that, couldn’t figure out what was wrong. We only didn’t miss the flight because we ran through the airport with a 70 year old and a 9 year old included in the party. The staff at the gate was very cordial and helpful once we arrived there.",   we were traveling as a family  people because of an accident by the airport we arrived at the airport only  hour before the flight the kiosk was unable to read one of our passports and we had to go to checkin the lady at the checkin checked the passport and gave us a boarding pass because we had no extra time we headed straight to security and didn’t realize the lady gave us a duplicated boarding pass not of the passport holder we got stuck in security because of that couldn’t figure out what was wrong we only didn’t miss the flight because we ran through the airport with a  year old and a  year old included in the party the staff at the gate was very cordial and helpful once we arrived there,-0.04444444444444445,Negative,['Customer Service']
✅ Trip Verified |  Terrible. I have traveled twice with them this year via business class and they have been significantly delayed or cancellations with connecting flights. The customer service or complete lack of it is appalling and has forced me to change credit cards as I no longer intend to use BA for any further flights. Terrible uncomfy old planes and miserable staff. ,   terrible i have traveled twice with them this year via business class and they have been significantly delayed or cancellations with connecting flights the customer service or complete lack of it is appalling and has forced me to change credit cards as i no longer intend to use ba for any further flights terrible uncomfy old planes and miserable staff ,-0.3416666666666666,Negative,"['Customer Service', 'Specific Service Issues']"
✅ Trip Verified |  The customer service is ugly. Tried calling two weeks ago but still had problems with flight. All I get is someone in India. I thought i was flying Iberia once I looked close at ticket it was British Airways. Will never fly British Airway ever again.,   the customer service is ugly tried calling two weeks ago but still had problems with flight all i get is someone in india i thought i was flying iberia once i looked close at ticket it was british airways will never fly british airway ever again,-0.275,Negative,"['Customer Service', 'Specific Service Issues']"
"✅ Trip Verified |  I booked our first out of country trip to take my husband on a surprise trip to Monaco. I gave us over 3 hours for our connecting flight to and from home through Heathrow. Our flight left Seattle an hour late causing us to miss our connecting flight. We were rescheduled before we even landed. They booked us on a flight 7 hours later and offered no food tickets or any other type of reimbursement. Additionally we sat in their customer service line for an hour and a half to see if they could rebook us on an earlier flight, to watch them continually assist other customers that walked up outside of the queue (no earlier flights were available). When we arrived in Nice, France the airport was closed, including the rental car desk. We were not offered any assistance from the airline on a room or other accommodation for the night. We found a cab, which cost us 85 euros one one to get to our hotel. We thought there is no way something like this could happen on the way home….we were wrong. Our flight from Nice to Heathrow was 30 minutes late, with a 2.5 hour layover you would think we should still make our flight, unfortunately long security lines caused over 1.5 hr further delay. When arriving BA closed the doors and said they could not hold the plane any longer despite arriving 15mins before departure. After running through the Heathrow airport and going through security again. They sent us back to the customer service queue, where the first statement was we can’t get you out until tomorrow. After begging they found us a flight on another airline. At that time we were told our bags were transferred to our flight with Delta. We were given 8 pounds each for snacks at the airport for our now additional 5 hour delay. In total for our trip there and home we spent 13 hours at Heathrow airport which our original total layover of 6 hours, and we were offered 8 pound each. Unfortunately the drama continues. The two bags that they said made the Delta flight, shockingly did not. We were told that we had the file the claim with Delta, since the last part of our flight was with them. We have now been home for 5 days and each airline is pointing the finger at the other. As I said to both of them today. I don’t care who’ has my bags figure it out and send me my luggage I don't want your $500 reimbursement per bag, as that doesn’t come close to the memories and stuff that I have in there. I will never fly British Airways again, and Delta’s baggage people are not doing great either.",   i booked our first out of country trip to take my husband on a surprise trip to monaco i gave us over  hours for our connecting flight to and from home through heathrow our flight left seattle an hour late causing us to miss our connecting flight we were rescheduled before we even landed they booked us on a flight  hours later and offered no food tickets or any other type of reimbursement additionally we sat in their customer service line for an hour and a half to see if they could rebook us on an earlier flight to watch them continually assist other customers that walked up outside of the queue no earlier flights were available when we arrived in nice france the airport was closed including the rental car desk we were not offered any assistance from the airline on a room or other accommodation for the night we found a cab which cost us  euros one one to get to our hotel we thought there is no way something like this could happen on the way home…we were wrong our flight from nice to heathrow was  minutes late with a  hour layover you would think we should still make our flight unfortunately long security lines caused over  hr further delay when arriving ba closed the doors and said they could not hold the plane any longer despite arriving mins before departure after running through the heathrow airport and going through security again they sent us back to the customer service queue where the first statement was we can’t get you out until tomorrow after begging they found us a flight on another airline at that time we were told our bags were transferred to our flight with delta we were given  pounds each for snacks at the airport for our now additional  hour delay in total for our trip there and home we spent  hours at heathrow airport which our original total layover of  hours and we were offered  pound each unfortunately the drama continues the two bags that they said made the delta flight shockingly did not we were told that we had the file the claim with delta since the last part of our flight was with them we have now been home for  days and each airline is pointing the finger at the other as i said to both of them today i don’t care who’ has my bags figure it out and send me my luggage i dont want your  reimbursement per bag as that doesn’t come close to the memories and stuff that i have in there i will never fly british airways again and delta’s baggage people are not doing great either,-0.02247474747474747,Negative,"['Customer Service', 'Facilities', 'Staffing Levels', 'Specific Service Issues']"
"Not Verified |  May 3, flew from Seattle to Heathrow then to Edinburgh. BA lost my golf bag which caused me to purchase golf shoes, club rentals, tees, balls. I had tee times at two courses in St. Andrews that took months to make. The promised my bag returned in 24 hours and they would reimburse occurred expenses. I contacted BA and they state they would only reimburse toiletries. Then the return flight home was randomly canceled by BA without notifying me or without notice two weeks before the scheduled flight. I contacted the corporate travel team, they informed me BA, canceled my return reservation. They rebooked me on the same flight. BA customer service was horrendous and make false promises. I will never use this airlines again. Beware of British Airways. They also randomly canceled my girlfriend and her fathers flight and they are both gold members.",   may  flew from seattle to heathrow then to edinburgh ba lost my golf bag which caused me to purchase golf shoes club rentals tees balls i had tee times at two courses in st andrews that took months to make the promised my bag returned in  hours and they would reimburse occurred expenses i contacted ba and they state they would only reimburse toiletries then the return flight home was randomly canceled by ba without notifying me or without notice two weeks before the scheduled flight i contacted the corporate travel team they informed me ba canceled my return reservation they rebooked me on the same flight ba customer service was horrendous and make false promises i will never use this airlines again beware of british airways they also randomly canceled my girlfriend and her fathers flight and they are both gold members,-0.2,Negative,"['Customer Service', 'Facilities', 'Staffing Levels', 'Specific Service Issues']"
✅ Trip Verified |  Terrible delays. Had to rebook our domestic travel for 5 passengers and haven’t received any reimbursement on the same. Lost all my luggage; received luggage after 4 days. Had to purchase new clothes for the family for a wedding. No customer service rep picks up the phone.,   terrible delays had to rebook our domestic travel for  passengers and haven’t received any reimbursement on the same lost all my luggage received luggage after  days had to purchase new clothes for the family for a wedding no customer service rep picks up the phone,-0.2159090909090909,Negative,"['Customer Service', 'Specific Service Issues']"
"Not Verified |  My itinerary was supposed to be Las Vegas-Chicago-London-Venice. When I landed in London Heathrow, I was stuck on the aircraft for 2 hours with no explanation as to why and because of such a delay I missed my connecting flight to Venice. Getting off the plane was when the real nightmare took place. Our flight had over 300 people aboard meaning many were in a rush to get to their flights or had already missed their flight. They put us into two lines, one of them being for people who missed their flight. I waited approximately 10 minutes just to come up to a clerk who told me ""Since I missed my flight I would have to go to the connecting flight BA service desks for further assistance."" If I were to have known that was the only information I would receive I would have skipped being in that line altogether. When I went to the service desk where there were more than 60+ people standing in line, I waited 30+ minutes until a clerk came by passing everyone a pamphlet telling people to create an account online and to book our flights through the BA site since their systems were down and couldn't rebook anyone. It was a hassle doing anything through he BA site so I ended up calling the helpline. After waiting to be connected to a BA rep. I spoke with a woman who said I would have to call Iberia Airlines for a rebook, I called Iberia and they said since I booked through Expedia I would have to call them. Expedia then said I would have to call BA for the rebook so when I called BA again, the rep. said the only flight he could get me booked for was for the following Monday, mind you I was travelling since the 25th which was a Friday. All the hotels in the vicinity of the airport were booked, I was trying to figure out where my checked baggage went (I still don't have it), most of the customer service I got from BA reps was horrible service as if they could care less for the predicament their company caused me. They acted like I was inconveniencing them with ""my issues"". I also had to sleep in the airport waiting for my flight the next morning because hotels were booked. Overall my experience with British Airlines has been the worst airline experience I've ever had to deal with. I will never book with this company again. I would rather pay more money for a ticket in a different airline than buy through this company again.",   my itinerary was supposed to be las vegaschicagolondonvenice when i landed in london heathrow i was stuck on the aircraft for  hours with no explanation as to why and because of such a delay i missed my connecting flight to venice getting off the plane was when the real nightmare took place our flight had over  people aboard meaning many were in a rush to get to their flights or had already missed their flight they put us into two lines one of them being for people who missed their flight i waited approximately  minutes just to come up to a clerk who told me since i missed my flight i would have to go to the connecting flight ba service desks for further assistance if i were to have known that was the only information i would receive i would have skipped being in that line altogether when i went to the service desk where there were more than  people standing in line i waited  minutes until a clerk came by passing everyone a pamphlet telling people to create an account online and to book our flights through the ba site since their systems were down and couldnt rebook anyone it was a hassle doing anything through he ba site so i ended up calling the helpline after waiting to be connected to a ba rep i spoke with a woman who said i would have to call iberia airlines for a rebook i called iberia and they said since i booked through expedia i would have to call them expedia then said i would have to call ba for the rebook so when i called ba again the rep said the only flight he could get me booked for was for the following monday mind you i was travelling since the th which was a friday all the hotels in the vicinity of the airport were booked i was trying to figure out where my checked baggage went i still dont have it most of the customer service i got from ba reps was horrible service as if they could care less for the predicament their company caused me they acted like i was inconveniencing them with my issues i also had to sleep in the airport waiting for my flight the next morning because hotels were booked overall my experience with british airlines has been the worst airline experience ive ever had to deal with i will never book with this company again i would rather pay more money for a ticket in a different airline than buy through this company again,-0.02748538011695907,Negative,"['Customer Service', 'Staffing Levels', 'Specific Service Issues']"
"✅ Trip Verified |. The BA first lounge at Terminal 5 was a  zoo at 2pm, dirty tables and used tableware everywhere. Worse than this, the usual atrocious boarding gate service, and boarding started 50 mins late. The flight was operated by a Finnair A320, which is barely low cost standard let alone business class. Hard, thin, uncomfortable seats, poor legroom and the cabin was simply tatty - I remain shocked that BA allow this, and it's time for BA's CEO and management focused on standards rather than bean counting. Finnair cabin staff were fundamentally courteous, but they provide a very trimmed down, budget airline type service, as the whole trip turned out to be - and yet this business class ticket was one of the more expensive on recent trips. I thought post Covid that BA were better for a few months, but with the many cost cuts they are making, they fall well below all other European full service Airlines. ",  the ba first lounge at terminal  was a  zoo at pm dirty tables and used tableware everywhere worse than this the usual atrocious boarding gate service and boarding started  mins late the flight was operated by a finnair a which is barely low cost standard let alone business class hard thin uncomfortable seats poor legroom and the cabin was simply tatty  i remain shocked that ba allow this and its time for bas ceo and management focused on standards rather than bean counting finnair cabin staff were fundamentally courteous but they provide a very trimmed down budget airline type service as the whole trip turned out to be  and yet this business class ticket was one of the more expensive on recent trips i thought post covid that ba were better for a few months but with the many cost cuts they are making they fall well below all other european full service airlines ,-0.08971193415637856,Negative,"['Customer Service', 'Facilities', 'Staffing Levels', 'Specific Service Issues']"
"✅ Trip Verified |  Words fail to describe this last awful flight - baby across the aisle crying for most of the flight and although horrible to go without any rest for the long flight LHR/SFO, it's understandable for a baby to cry nonstop - but the crew yakking loudly in the galley even after a polite notification that their conversation could be heard in the cabin - that made the flight unbearable for any rest or sleep (always difficult anyway westbound). The food was so bad that most  turned down whatever the nasty offering was on the 2nd service. What happened to the really nice tea and scones? I've said this before after suffering through the BA concept of customer service (i.e. don't do anything to help the passenger if it involves any extra work) - this time i swear i mean it - never again on BA please! The lounge was so packed even a single traveler had a hard time finding a seat - poor BA is on the skids downhill.",   words fail to describe this last awful flight  baby across the aisle crying for most of the flight and although horrible to go without any rest for the long flight lhrsfo its understandable for a baby to cry nonstop  but the crew yakking loudly in the galley even after a polite notification that their conversation could be heard in the cabin  that made the flight unbearable for any rest or sleep always difficult anyway westbound the food was so bad that most  turned down whatever the nasty offering was on the nd service what happened to the really nice tea and scones ive said this before after suffering through the ba concept of customer service ie dont do anything to help the passenger if it involves any extra work  this time i swear i mean it  never again on ba please the lounge was so packed even a single traveler had a hard time finding a seat  poor ba is on the skids downhill,-0.2358500417710944,Negative,"['Customer Service', 'Facilities', 'Specific Service Issues']"
"✅ Trip Verified |  Absolutely terrible experience. The app would not let me check in online and repeatedly asked for COVID documents, but then did not accept them even when provided. I was trying to fly back to the USA, where I am a citizen and the app caused repeated errors. I went to British Airways Customer Service to check in and was told that my seat was already given away to another passenger, even though I was there in plenty of time. This was also during an industrial action at Heathrow, meaning the number of flights were limited. I was delayed over 24 hours in returning to the USA, all because of their terrible app and then bad customer service that gives away seats even when the paid passenger is already there at the airport.",   absolutely terrible experience the app would not let me check in online and repeatedly asked for covid documents but then did not accept them even when provided i was trying to fly back to the usa where i am a citizen and the app caused repeated errors i went to british airways customer service to check in and was told that my seat was already given away to another passenger even though i was there in plenty of time this was also during an industrial action at heathrow meaning the number of flights were limited i was delayed over  hours in returning to the usa all because of their terrible app and then bad customer service that gives away seats even when the paid passenger is already there at the airport,-0.23392857142857137,Negative,"['Customer Service', 'Facilities', 'Staffing Levels', 'Specific Service Issues']"
✅ Trip Verified | BA overbook every flight to maximise their income with no regard for the customer. It means you cannot check in online or at the kiosk in the airport and have to queue even with no luggage. Makes easyJet and Ryanair look like customer champions. The server in Itsu in the BA terminal says she stopped flying BA years ago due to the service being bad all the time. Most customers she serves have a complaint Staff don't care as poor service and unhappy customers is a routine occurrence.,  ba overbook every flight to maximise their income with no regard for the customer it means you cannot check in online or at the kiosk in the airport and have to queue even with no luggage makes easyjet and ryanair look like customer champions the server in itsu in the ba terminal says she stopped flying ba years ago due to the service being bad all the time most customers she serves have a complaint staff dont care as poor service and unhappy customers is a routine occurrence,-0.2708333333333333,Negative,"['Customer Service', 'Staffing Levels', 'Specific Service Issues']"
"✅ Trip Verified |  I am already in Portugal so contacted them today and they cancelled my return flight because I was 10 minutes late calling them, even though I tried for 2 hours to get through the day before. Now I am unable to get back and they have kept the 500 pounds. Customer service is shocking, they have no intention of helping you.",   i am already in portugal so contacted them today and they cancelled my return flight because i was  minutes late calling them even though i tried for  hours to get through the day before now i am unable to get back and they have kept the  pounds customer service is shocking they have no intention of helping you,-0.45,Negative,"['Customer Service', 'Specific Service Issues']"
"Not Verified | Regarding the aircraft and seat: The business class seats on this flight were pretty good. All were of the suite type, where every seat has its own booth with sliding door for extra privacy. The downside to this is that if you are travelling as a couple, its quite difficult to interact. There is ample storage and USB charging ports. The seat is pretty comfortable. As someone who finds it very difficult to sleep on flights, this was one of the only times I've been able to get a few minutes sleep here and there. The amenities provided are pretty average when compared to other airlines. The leather toiletry bag was quite nice though. No slippers, only a pair of socks. The restrooms on the flight are very small, and don't provide much in the way of toiletries compared to other airlines. No free Wi-Fi in Business Class is not acceptable. Another example of BA's penny pinching in recent years. Regarding the staff and customer service: Poor. Inattentive. Beyond meal times there was offer of water during the flight. I had to go and find an attendant and ask. There was also no offer of any snacks. Rude at times. My partner asked for a fork to be replaced as the one provided was quite clearly dirty. The attendant was incredibly rude in response. This left us shocked. Different customers seem to receive a different quality of service. A customer behind me was repeatedly greeted politely by name and asked how they were, whether they needed anything etc. whereas my partner and I were not afforded the same level of personal service. This is disappointing as we paid the same price for the tickets so expect the same level of service. The food was pretty bad. I had risotto while my partner had chicken. Both were extremely over cooked and the rice looked like porridge. The vegetables were discoloured and flavourless. The bread was nice though. The breakfast wasn't much better. Summary: BA has become the Ryanair of long haul. The customer service is way below what I would expect for a premium airline in a premium seat. You pay a premium price for a very average service. If there are other options available I would choose them over BA these days.",  regarding the aircraft and seat the business class seats on this flight were pretty good all were of the suite type where every seat has its own booth with sliding door for extra privacy the downside to this is that if you are travelling as a couple its quite difficult to interact there is ample storage and usb charging ports the seat is pretty comfortable as someone who finds it very difficult to sleep on flights this was one of the only times ive been able to get a few minutes sleep here and there the amenities provided are pretty average when compared to other airlines the leather toiletry bag was quite nice though no slippers only a pair of socks the restrooms on the flight are very small and dont provide much in the way of toiletries compared to other airlines no free wifi in business class is not acceptable another example of bas penny pinching in recent years regarding the staff and customer service poor inattentive beyond meal times there was offer of water during the flight i had to go and find an attendant and ask there was also no offer of any snacks rude at times my partner asked for a fork to be replaced as the one provided was quite clearly dirty the attendant was incredibly rude in response this left us shocked different customers seem to receive a different quality of service a customer behind me was repeatedly greeted politely by name and asked how they were whether they needed anything etc whereas my partner and i were not afforded the same level of personal service this is disappointing as we paid the same price for the tickets so expect the same level of service the food was pretty bad i had risotto while my partner had chicken both were extremely over cooked and the rice looked like porridge the vegetables were discoloured and flavourless the bread was nice though the breakfast wasnt much better summary ba has become the ryanair of long haul the customer service is way below what i would expect for a premium airline in a premium seat you pay a premium price for a very average service if there are other options available i would choose them over ba these days,-0.031276595744680856,Negative,"['Customer Service', 'Facilities', 'Staffing Levels', 'Specific Service Issues']"
"Not Verified | I travelled with British Airways from Sweden to Los Angeles via London in December 2022. When I arrived at LAX one of my bags were missing. There was no information of the whereabouts of my bag and after searching for someone for about 30 minutes, I found the point of contact and she told me my bag was left behind. I gave her my details of where I would be staying and she told me that they would contact me. After a few days and still no contact I tried to call British Airways customer service. The woman at the airport didn’t give me a file reference number, so it was quite difficult to try and locate my bag, but they finally found the reference number and my bag and said it would be delivered in a couple of days. I told them that I had switched hotels and gave them the address for where I was staying and everything was fine. But then a couple of weeks went by and my bag was still nowhere to be seen and it was time for me to fly home. At the airport I tried to talk with the personnel there to try and locate my bag and they said that it was delivered to the first hotel I stayed at, even though I had given them an updated address. I asked them what I should to since I was flying home now. The guy at the counter told me that it wasn’t his problem and that I should figure it out myself. I questioned him about his response and he just walked away. A manager saw that and came up to me and apologized for his colleague and that they would send someone to fetch my bag and send it with either my flight or the next one. I came home and a couple of days later I received my bag. I made a complaint and claims on British Airways website since I had to buy clothes and toiletries during my vacation because I didn’t have my bag. In January they said that they would refund me for my claims, it is now April (almost May) and I have still not received the refund even after multiple email conversations. I don’t know what to do anymore about this situation since it appears that no one is willing to help me. I am appalled about how the situation is being handled and frankly disappointed at British Airways and the lack of customer service.",  i travelled with british airways from sweden to los angeles via london in december  when i arrived at lax one of my bags were missing there was no information of the whereabouts of my bag and after searching for someone for about  minutes i found the point of contact and she told me my bag was left behind i gave her my details of where i would be staying and she told me that they would contact me after a few days and still no contact i tried to call british airways customer service the woman at the airport didn’t give me a file reference number so it was quite difficult to try and locate my bag but they finally found the reference number and my bag and said it would be delivered in a couple of days i told them that i had switched hotels and gave them the address for where i was staying and everything was fine but then a couple of weeks went by and my bag was still nowhere to be seen and it was time for me to fly home at the airport i tried to talk with the personnel there to try and locate my bag and they said that it was delivered to the first hotel i stayed at even though i had given them an updated address i asked them what i should to since i was flying home now the guy at the counter told me that it wasn’t his problem and that i should figure it out myself i questioned him about his response and he just walked away a manager saw that and came up to me and apologized for his colleague and that they would send someone to fetch my bag and send it with either my flight or the next one i came home and a couple of days later i received my bag i made a complaint and claims on british airways website since i had to buy clothes and toiletries during my vacation because i didn’t have my bag in january they said that they would refund me for my claims it is now april almost may and i have still not received the refund even after multiple email conversations i don’t know what to do anymore about this situation since it appears that no one is willing to help me i am appalled about how the situation is being handled and frankly disappointed at british airways and the lack of customer service,-0.07166666666666667,Negative,"['Customer Service', 'Specific Service Issues']"
"✅ Trip Verified | Had the worst experience. The flight from London to Toronto got delayed and we missed the connecting flight to Halifax. We were four including an infant and a toddler aged 4 years, despite being delayed and missed the connecting flight the ground staff were not at all helpful. We waited for an hour to get them to talk to us and at 12 am they told us they have not booked any hotel for us to stay that night and asked to go search for a hotel on your own, very nice of you British Airways. At least you guys should have given some consideration to the travelers who travel with children and booked some accommodation. We will NOT to travel on this airline again.",  had the worst experience the flight from london to toronto got delayed and we missed the connecting flight to halifax we were four including an infant and a toddler aged  years despite being delayed and missed the connecting flight the ground staff were not at all helpful we waited for an hour to get them to talk to us and at  am they told us they have not booked any hotel for us to stay that night and asked to go search for a hotel on your own very nice of you british airways at least you guys should have given some consideration to the travelers who travel with children and booked some accommodation we will not to travel on this airline again,-0.0033333333333333457,Negative,"['Customer Service', 'Staffing Levels']"
✅ Trip Verified |  The ground staff were not helpful. Felt like all they wanted to do was rush us to check in and then all passengers needed up waiting in a holding area for a bus anyway. Travelling with a child with a disability was a nightmare with British Airways. Logged a complaint and it took almost four weeks to answer. Lost some of our luggage. It was not a good experience.,   the ground staff were not helpful felt like all they wanted to do was rush us to check in and then all passengers needed up waiting in a holding area for a bus anyway travelling with a child with a disability was a nightmare with british airways logged a complaint and it took almost four weeks to answer lost some of our luggage it was not a good experience,-0.21666666666666665,Negative,"['Customer Service', 'Specific Service Issues']"
"Not Verified |  They changed our Flights from Brussels to London Heathrow to LAX on 4/16/2023. We paid extra to choose our seats. Since they cancelled they never honored the seat that we bought, they seated us in totally different seats. I asked the check in employee, she was very rude and told us that we have to understand that was a different flight. From London to LAX was worse, nobody in the airport help us. Employees from BA told us that we have to return next day for our flight we can rent a hotel or go terminal 3 and sleep there. Finally one employee help us and gives a voucher for hotel. It was a nightmare this airline. We missed one day work and BA didn’t return the money that we paid for our previous chosen seats.",   they changed our flights from brussels to london heathrow to lax on  we paid extra to choose our seats since they cancelled they never honored the seat that we bought they seated us in totally different seats i asked the check in employee she was very rude and told us that we have to understand that was a different flight from london to lax was worse nobody in the airport help us employees from ba told us that we have to return next day for our flight we can rent a hotel or go terminal  and sleep there finally one employee help us and gives a voucher for hotel it was a nightmare this airline we missed one day work and ba didn’t return the money that we paid for our previous chosen seats,-0.11958333333333333,Negative,"['Customer Service', 'Facilities', 'Staffing Levels']"
✅ Trip Verified |  Worst experience of my life trying to deal with the customer service for British Airways. So many issues with getting from one destination to the other. Had an absolutely horrible time trying to get answers or reach anyone who was capable of helping navigate uncertainties. I wrote them a formal complaint requesting some type of refund and received a generic “we are sorry” email with 5000 avios attached which is equivalent to maybe $50 on a $600+ flight. Needless to say these will go to waste as I refuse to fly with an untrustworthy incompetent unorganized airline that couldn’t even address one single issue expressed to them. It was equivalent to handing me a band aid after slapping me in the face. I will say the flight itself was smooth and the onboard staff was kind and attentive. The most frustrating thing is that the customer service is trained to give you the runaround so heavily to the point of exhaustion that you just give up trying and take the loss.,   worst experience of my life trying to deal with the customer service for british airways so many issues with getting from one destination to the other had an absolutely horrible time trying to get answers or reach anyone who was capable of helping navigate uncertainties i wrote them a formal complaint requesting some type of refund and received a generic “we are sorry” email with  avios attached which is equivalent to maybe  on a  flight needless to say these will go to waste as i refuse to fly with an untrustworthy incompetent unorganized airline that couldn’t even address one single issue expressed to them it was equivalent to handing me a band aid after slapping me in the face i will say the flight itself was smooth and the onboard staff was kind and attentive the most frustrating thing is that the customer service is trained to give you the runaround so heavily to the point of exhaustion that you just give up trying and take the loss,-0.06232142857142858,Negative,"['Customer Service', 'Staffing Levels', 'Specific Service Issues']"
"✅ Trip Verified |  Due to code sharing with Cathay Pacific I was downgraded to BA on my return leg. I can’t describe how cheated I felt. I booked and paid for an airline with great entertainment, food and service, instead, I was forced to go hungry because they only had one choice of meal and it was inedible. To ensure the passengers didn’t get any funny ideas and assume that as the vegetarian option was unavailable they might be given a cracker or a small packet of nuts. The cabin crew announced in their uniquely aggressive and dismissive way “You won’t get anything else for 12 hours you know!” the entertainment is compiled mainly of B movies so I paid £11 for Wi-Fi so I could watch Netflix on my laptop. Unsurprisingly, the signal was so weak I couldn’t even send an email. To add insult to injury, the earbuds provided the cheapest and lowest quality I have ever seen. Since the last time I used this airline the crew are less rude and obnoxious and are now just impatient and unhelpful.  What I don’t understand is why it seems that British Airways look for these characteristics as desirable attributes for their crew. ",   due to code sharing with cathay pacific i was downgraded to ba on my return leg i can’t describe how cheated i felt i booked and paid for an airline with great entertainment food and service instead i was forced to go hungry because they only had one choice of meal and it was inedible to ensure the passengers didn’t get any funny ideas and assume that as the vegetarian option was unavailable they might be given a cracker or a small packet of nuts the cabin crew announced in their uniquely aggressive and dismissive way “you won’t get anything else for  hours you know” the entertainment is compiled mainly of b movies so i paid £ for wifi so i could watch netflix on my laptop unsurprisingly the signal was so weak i couldn’t even send an email to add insult to injury the earbuds provided the cheapest and lowest quality i have ever seen since the last time i used this airline the crew are less rude and obnoxious and are now just impatient and unhelpful  what i don’t understand is why it seems that british airways look for these characteristics as desirable attributes for their crew ,-0.008928571428571428,Negative,"['Customer Service', 'Staffing Levels', 'Specific Service Issues']"
